sample_uid	A1	C15	C15ev	C15by	C116aa	C15ai	16589_C	10255_C	C15wu	C15ad	C93l	C15dt	C15ks	67579_C	C15pm	C15tf	C116	C116ab	3075641_C	69713_C	C15qx	54734_C	C15jr	10257_C	C15gk	C15kl	139454_C	13451_C	C15gu	C15er	C15vq	7149_C	C15je	4548_C	C15ct	604_C	C15cn	C15ir	C15bb	C15sw	38402_C	4712_C	4686_C	139579_C	14683_C	C15ou	C15dn	C15bo	C116bf	154454_C	C15jk	C15qn	16193_C	139827_C	3089325_C	20702_C	C116ak	C15kt	C15bn	C116i	C116ao	4284019_C	C3pa	22917_C	17354_C	21431_C	151947_C	3085819_C	C15mg	C15af	54722_C	350908_C	C15bc	C15gr	C15ed	5144099_C	C15we	564_C	D1	D2ac	D2	D2d	D6	5144098_D	D1z	D1np	D17o	D4	D5
220365	0	0.7825711496583314	0	0	0.021889314410152436	0.016745513253735828	0	0.005031163174889239	0	0.03217691672298566	0.012239993992640984	0	0	0	0	0.0051062551625741534	0.016144777352256515	0.019411278816550272	0	0	0	0	0	0	0	0	0.0069084628670120895	0.009011038522189683	0.015018397536982805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012840729894120297	0	0	0	0	0	0	0	0	0	0	0	0.005556807088683637	0.00653300292858752	0	0	0.006082451002478036	0.004280243298040099	0	0.0057445370578959225	0.0051438011564166105	0	0	0.004993617181046782	0	0.006044905008635579	0	0	0	0	0	0	0	0	0	0	0	0	0.00022527596305474206	0	0.00030036795073965606	0	0	0	0	0
220366	0	0.7688258030121284	0	0	0.027855524456883912	0.017059842729574837	0	0	0	0.0350526456084233	0.010729041716646674	0	0	0	0	0.0063308010129281625	0.016926562708250034	0.020858323337331734	0	0	0	0	0	0	0	0	0.008396641343462616	0.012128481940557111	0.02039184326269492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015727042516326804	0	0	0	0	0	0	0	0	0	0	0	0.0059976009596161535	0.006863921098227376	0	0	0.00626416100226576	0.004864720778355325	0	0.005197920831667333	0.004664800746368119	0	0	0	0.005531120884979342	0	0	0	0	0	0	0	0	0	0	0	0.00033320005331200853	0	0	0	0	0	0	0	0	0
220362	0	0.7636100422873252	0	0	0.021905596403672522	0.021791306335479446	0	0	0	0.03318221646538916	0.011429006819307402	0	0	0	0	0.00540972989447217	0.01939121490342489	0.02415330107813631	0	0	0	0	0	0	0	0	0	0	0.022629433502228655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016648253266791115	0	0	0	0	0	0	0	0	0	0	0	0.01108613661472818	0.009524172349422835	0	0	0.0072002742961636635	0.00822888490990133	0	0.0055621166520629355	0.005143053068688331	0	0	0	0.005943083546039849	0.006895500780982133	0	0	0	0	0	0	0	0	0	0.0002666768257838394	0	0	0	0	0	0	0	0	0	0
220352	0	0.8820832707049452	0.008830602735607996	0.011836765369006463	0	0	0	0	0	0	0	0	0	0	0.009093641966030363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015444160529084624	0.01488050503532241	0	0	0	0.009582143393957613	0	0	0	0.011385840973996694	0	0.00984518262437998	0	0	0	0.0063505185630542615	0.007477829550578686	0.007026905155568916	0	0	0	0.006162633398466857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220355	0	0.8745074264928766	0.008083257552793776	0.01333737496210973	0	0	0	0	0	0	0	0	0	0	0.010407194099221986	0	0	0	0	0	0	0	0.004849954531676266	0	0	0	0	0	0	0	0.0157118318682429	0.014802465393553602	0	0	0	0.011164999494796404	0	0	0	0.009800949782762454	0	0.008537940790138426	0	0	0	0.008942103667778114	0.006971809639284632	0.007123370718399515	0	0	0	0	0	0	0.005759321006365566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220354	0	0.8729616571176729	0.007455560452475393	0.013148229763478772	0	0	0	0	0	0	0	0	0	0	0.00965917437931541	0	0	0	0	0	0	0	0.00495813133539004	0	0	0	0	0	0	0	0.013515498751285441	0.014580578815924783	0	0	0	0.010907888937858087	0	0	0	0.0083370060232114	0	0.0067944762744233875	0	0	0	0.007308652857352725	0.006023211400029382	0.007639194946378728	0	0	0	0.005215219626854708	0	0.006317026590274717	0.005178492728074042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220357	0	0.8649257385343562	0.008813448669822099	0.0138730210543496	0	0	0	0	0	0	0	0	0	0	0.009498939121919374	0	0	0	0	0	0	0	0	0	0	0.005288069201893259	0	0	0	0	0.013187530602252326	0.013154888199771503	0	0	0	0.011816549698057777	0	0	0	0.008030031010282357	0	0.009041945487187857	0	0	0	0.006463195691202872	0.0067569773135302755	0.0067569773135302755	0	0	0	0.005288069201893259	0	0.007409825363146727	0.004504651542353517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004602578749795985	0	0.00029378162232740327	0.00029378162232740327	0	0	0	0	0	0	0	0	0
220356	0	0.8637897214593958	0.008120831698705375	0.013691643781875245	0	0	0	0	0	0	0	0	0	0	0.011573165947430365	0	0	0	0	0	0	0	0.004668497449980384	0	0	0.0061592781482934485	0	0	0	0	0.013652412710867007	0.013495488426834052	0	0	0	0.011298548450372696	0	0	0	0.00823852491173009	0	0.008630835621812475	0	0	0	0.006826206355433503	0.0061200470772852095	0.005963122793252256	0	0	0	0.006786975284425265	0	0.0061592781482934485	0.004276186739897999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023538642604943114	0	0	0.0001569242840329541	0	0	0	0	0.0001569242840329541	0	0
220358	0	0.8651801596822901	0.008728746949075415	0.011417697431018078	0	0	0	0	0	0	0	0	0	0	0.007942746038969098	0	0	0	0	0	0	0	0.00479874239854383	0	0	0	0	0	0	0	0.015058122698878915	0.016878335332809333	0	0	0	0.011459065899971041	0	0	0	0.008604641542216523	0	0.009432010921275803	0	0	0	0.005502006370744219	0.00848053613535763	0.006825797377239069	0	0	0	0.007487692880486493	0	0.006122533405038679	0.005212427088073471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020684234476482026	0	0	0	0.0004136846895296405	0	0	0.0002482108137177843	0	0	0
220363	0	0.8579110651499483	0.007135470527404343	0.02001034126163392	0	0.006514994829369183	0.012926577042399173	0	0.018355739400206825	0	0	0.005274043433298862	0.010858324715615306	0	0	0	0	0	0	0	0.005532574974146846	0.004239917269906929	0	0	0.007083764219234747	0.007238883143743537	0	0	0	0.006153050672182006	0	0	0	0	0.010186142709410548	0	0	0	0.008996897621509825	0	0	0	0.0059462254395036196	0	0	0	0	0	0	0	0.00563598759048604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
